Name,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,Overall Rating
Seok-ju Hong,60,64,18,16,20,37,62,60,19,55,55,31,58,40,61,65,69,55,67,57,60,58,61,61,55,51,40,52,49,61
Timo Bornemann,58,62,19,21,19,44,58,59,22,46,50,35,54,29,73,59,73,68,76,70,74,57,62,60,52,43,30,49,57,61
Mamadou Camara,64,60,22,24,20,34,46,56,14,44,50,42,58,45,62,64,72,61,69,50,68,68,52,66,56,45,38,65,49,61
Jorge Aguirre,61,65,15,17,21,32,56,59,17,52,48,34,60,43,54,55,62,59,55,50,71,66,62,66,61,46,43,71,54,61
Brynjólfur Willumsson,62,60,31,43,38,65,59,62,38,55,58,39,64,58,63,69,64,68,65,64,55,54,65,60,56,37,34,62,52,61
Lewis Richardson,64,62,26,18,23,31,54,62,19,52,61,38,53,43,70,61,56,71,64,65,65,60,61,62,53,52,34,57,58,61
Santisteban,63,65,14,22,16,42,58,61,15,42,47,35,58,42,69,54,48,70,69,73,67,55,60,64,57,47,50,60,52,61
Simon Karlsson Adjei,59,57,22,15,20,57,49,59,22,47,57,38,55,34,58,55,85,48,52,51,58,65,67,63,59,42,42,58,55,61
Michalis Kosidis,62,57,18,16,21,51,45,57,16,47,55,39,55,43,65,55,76,52,67,59,60,60,63,67,51,38,37,62,56,61
Robert Street,60,58,25,25,24,54,55,61,19,49,55,31,56,37,66,60,67,51,69,54,66,60,65,62,58,40,31,57,51,61
Ryo Wada,61,63,19,13,15,32,58,61,22,60,58,56,61,46,75,50,56,78,70,72,73,57,60,61,61,56,51,60,62,61
Jesús Orozco,61,58,22,20,21,40,59,60,23,45,48,33,58,33,67,60,66,66,65,60,59,63,61,62,57,37,50,61,59,61
Sadat Karim,63,62,25,28,28,58,58,64,28,58,62,35,57,52,63,65,70,63,58,65,65,60,60,60,56,40,45,58,53,61
Carlos Lucumí,49,48,10,18,12,31,61,60,15,45,42,30,45,31,73,65,75,75,65,60,67,65,61,69,65,36,60,65,55,61
Mustapha Sangaré,59,57,19,20,21,47,48,59,18,46,50,38,60,40,69,54,76,49,67,60,63,67,65,65,50,59,31,60,38,61
Gillian Jurcher,62,63,14,10,18,38,65,62,11,48,49,30,42,31,79,55,59,82,83,83,73,49,64,59,49,39,34,61,55,61
Mateo Bajamich,65,62,27,26,20,41,58,73,31,64,60,60,46,39,79,52,69,76,62,59,73,37,63,62,57,69,32,53,44,61
Dejan Radonjic,52,50,19,26,23,53,51,63,16,49,56,24,51,30,47,60,84,45,53,48,68,77,62,67,50,43,43,54,53,61
Godwin Bentil,58,55,17,19,11,27,55,59,19,50,58,41,54,39,72,67,72,61,74,60,72,61,66,64,56,50,39,69,49,61
Toluwalase Arokodare,59,55,20,21,28,59,56,55,14,49,48,30,54,31,52,56,85,34,52,36,68,68,65,64,53,34,40,63,58,61
Ademipo Odubeko,58,56,19,23,17,49,62,60,20,46,60,40,50,39,72,54,61,60,75,57,63,58,59,63,56,49,37,60,57,61
Tunde Owolabi,55,61,30,29,33,61,57,62,35,46,57,32,47,34,91,68,72,77,89,75,75,48,64,62,54,43,48,61,53,61
Louis Appéré,60,61,28,40,44,54,56,60,40,58,59,58,60,55,74,70,71,71,70,64,72,59,60,61,57,69,44,61,55,61
Christian Saydee,58,57,17,22,16,39,58,61,21,50,55,36,57,41,73,53,67,66,74,67,69,58,55,63,54,50,39,62,53,61
Francisco Bareiro,62,60,15,15,10,37,55,55,13,56,60,48,55,33,48,51,63,71,58,61,73,68,60,70,60,32,58,68,60,61
Aune Selland Heggebø,62,62,19,16,15,35,55,61,18,49,48,30,58,39,68,71,64,73,67,70,59,56,60,62,56,50,30,61,51,61
Gladon Rudden,61,50,12,14,18,68,52,67,15,55,44,32,58,29,58,70,63,58,55,52,61,62,61,67,54,36,28,50,55,61
Robert Moldoveanu,62,64,12,15,16,29,57,60,11,61,47,60,60,48,75,62,60,72,72,91,76,56,63,62,51,44,32,56,46,61
Thibo Baeten,57,56,19,16,15,34,57,65,13,48,49,29,50,32,72,55,67,64,75,70,73,61,59,63,58,44,31,65,54,61
Kyle Joseph,61,61,24,20,13,27,57,62,18,47,53,43,52,40,76,66,60,66,75,68,78,56,59,63,55,38,36,56,53,61
Bridge Ndilu,57,64,15,14,15,34,57,61,17,54,50,39,58,46,70,51,69,51,69,57,63,60,58,64,62,45,45,72,47,61
Louis Munteanu,63,62,34,32,39,33,59,60,38,56,61,42,57,48,75,61,62,70,69,73,58,49,65,63,54,52,43,53,58,61
Kion Etete,61,61,30,20,24,37,56,58,29,42,57,31,48,25,71,56,76,59,74,67,57,60,63,62,59,35,35,63,48,61
Nelson Balongo,64,61,20,18,20,29,53,55,19,49,57,43,58,30,77,33,66,63,78,69,73,61,58,65,53,41,31,57,53,61
Isaac Olaofe,59,63,16,16,13,41,56,59,18,48,55,40,54,39,90,69,57,83,90,84,63,53,57,63,51,49,45,58,48,61
Bojan Radulović,60,66,21,28,25,60,56,62,20,60,57,31,54,42,59,65,67,54,62,57,64,64,58,62,54,39,37,50,55,61
Sivert Gussiås,62,58,27,20,15,66,58,61,14,54,61,35,53,32,65,63,72,57,66,52,66,61,64,62,56,54,31,64,56,61
Wang Ziming,58,60,30,26,34,45,56,57,20,55,54,44,55,41,77,64,80,74,80,68,63,60,58,60,56,51,42,63,53,61
Hu Jinghang,53,59,34,20,23,60,62,62,20,64,58,40,56,46,71,65,74,64,74,71,64,61,63,55,57,40,42,57,61,61
Rashad Muhammed,62,65,35,26,30,60,54,58,24,55,48,53,53,41,92,73,75,66,91,80,70,52,61,58,53,46,57,58,49,62
Richie Bennett,60,56,21,21,20,71,60,62,19,50,58,27,52,35,50,70,81,37,60,55,66,63,64,61,54,33,39,60,51,61
Alex Sobczyk,61,58,19,25,20,43,62,62,22,51,55,32,51,34,68,62,65,60,62,69,67,59,64,61,57,37,38,58,59,61
Notsuda,51,54,27,31,30,55,60,59,30,56,52,46,53,54,66,66,81,73,66,64,72,73,65,58,53,54,41,52,58,61
Dan Nlundulu,55,58,16,14,16,33,63,61,20,57,50,37,52,37,53,59,82,61,69,58,65,62,60,61,56,44,34,61,48,61
Hélton Carvalhal,43,45,19,28,23,47,64,66,35,37,82,32,43,23,38,40,80,50,34,40,37,72,72,71,63,34,35,56,53,61
Bassala Sambou,61,60,29,32,35,63,57,57,24,53,58,40,51,40,75,56,82,70,77,72,72,60,63,58,54,45,40,58,49,61
Offrande B.Innocent,60,58,30,22,20,55,57,61,26,53,55,39,51,39,71,69,77,59,69,56,75,62,61,61,52,33,38,61,50,61
Juan José Calero,63,64,31,18,22,32,58,59,20,46,51,41,61,39,58,55,64,61,54,57,56,58,61,65,60,49,60,61,41,61
Benny Ashley-Seal,57,58,20,14,25,30,55,59,14,43,48,32,54,36,74,54,80,60,79,73,61,60,61,59,49,42,33,62,54,61
Ronan Coughlan,63,60,20,16,20,49,59,61,25,58,54,52,56,42,72,71,69,77,72,68,71,58,61,62,53,53,52,65,47,61
Danny Johnson,62,59,18,18,21,51,57,62,20,53,58,38,55,37,67,64,68,70,66,69,60,61,63,61,58,41,44,59,62,61
Donovan Wilson,59,60,18,14,20,35,57,60,16,47,50,45,53,44,77,67,69,63,79,73,78,57,64,59,56,44,33,57,51,61
Joel Nouble,59,57,28,24,23,60,52,61,24,50,55,43,56,33,68,67,84,79,61,56,81,63,62,61,54,45,40,59,51,61
Kristian Opseth,58,58,28,12,21,50,56,62,16,49,49,58,58,42,62,59,80,53,55,57,71,61,67,60,60,62,63,59,49,61
Kent Håvard Eriksen,59,52,32,29,31,33,55,58,20,49,51,37,48,34,63,66,77,45,70,49,71,61,67,64,55,47,29,62,53,61
Airam Cabrera,58,60,25,20,15,51,58,65,31,61,59,42,60,56,58,63,74,60,57,65,78,62,61,60,56,58,48,76,63,61
Tosaint Ricketts,52,48,19,12,14,55,52,60,20,45,53,55,53,30,80,30,71,57,83,67,91,66,67,61,55,50,21,46,56,61
Agon Mehmeti,57,53,22,20,26,55,56,64,37,60,61,41,58,39,53,69,72,62,61,65,81,61,65,63,56,49,47,61,60,61
Andy Williams,62,56,31,12,21,54,61,64,21,59,62,54,56,47,52,55,71,71,54,59,64,61,65,62,60,44,36,65,61,61
Leon Clarke,60,56,28,22,21,82,63,64,27,58,62,49,58,51,44,33,82,44,47,32,72,64,65,61,55,44,40,65,60,61
Christian Franco,55,58,40,22,25,55,57,61,50,58,55,44,61,45,58,59,60,61,59,55,63,63,61,66,58,59,58,57,55,60
Santiago Castro,63,62,22,30,28,55,51,63,33,49,51,33,51,39,63,55,66,69,63,62,64,61,55,64,55,40,44,70,50,60
José Herrera,60,65,22,22,23,33,55,55,23,55,48,55,60,44,60,65,60,67,62,65,66,55,60,66,59,45,55,61,55,60
Sebastián Pérez,62,57,11,16,10,30,56,63,12,47,46,31,41,25,62,58,67,64,67,56,66,58,58,64,49,36,55,66,42,60
Edwin Valencia,60,55,13,23,25,35,55,55,20,55,46,55,61,28,55,60,60,74,61,60,60,60,60,68,55,53,45,63,55,60
Facundo Batista,61,64,20,19,16,29,51,59,16,52,48,40,50,33,62,55,56,65,59,55,60,66,63,63,56,48,41,74,49,60
Ezequiel Naya,60,56,26,28,29,57,49,56,23,52,53,36,56,28,50,55,80,34,51,54,66,70,59,66,55,32,29,63,47,60
Jamie McGonigle,60,59,15,22,21,45,55,59,31,56,54,52,56,49,68,55,58,59,67,60,60,55,61,63,59,54,53,60,59,60
John Iredale,63,56,17,18,17,42,56,62,17,48,51,32,53,44,58,57,63,55,53,61,65,58,71,63,52,40,32,64,49,60
Kimmo Hovi,55,58,20,15,16,52,52,56,30,52,50,46,58,50,69,64,71,59,63,68,78,65,60,64,57,48,53,52,45,60
Nicolás García,55,49,19,19,23,41,53,59,28,57,58,38,60,48,63,59,70,57,63,60,70,63,60,65,56,40,39,60,62,60
Sam Crowther,59,56,23,28,26,58,49,61,21,43,54,40,48,42,48,62,75,39,50,50,68,70,65,63,59,37,39,65,51,60
Chinonso Emeka,58,53,18,13,18,43,43,56,13,49,46,38,48,28,73,51,80,53,78,58,76,60,71,61,53,39,36,60,48,60
Edward Kizza,52,50,28,22,24,58,64,59,23,53,59,35,50,41,67,72,71,74,60,65,72,62,55,66,57,41,32,60,53,60
Wadi Ibrahim Suzuki,59,60,20,28,31,51,46,49,23,48,42,34,65,58,54,54,85,41,65,55,67,72,53,62,60,31,41,49,49,60
Jelle Duin,52,59,22,20,20,56,51,60,24,45,54,35,57,41,47,57,77,54,42,48,63,68,66,64,56,38,36,69,58,60
Mattia Pagliuca,61,64,18,14,21,51,56,61,14,55,55,52,55,46,64,51,65,48,66,63,65,60,59,61,56,49,43,61,47,60
Jack Stretton,58,55,25,14,18,34,62,63,23,50,57,33,46,33,65,62,50,67,67,57,71,58,61,66,54,48,36,64,50,60
Emrehan Gedikli,61,54,20,22,18,37,52,60,18,49,47,42,57,37,59,49,63,63,63,55,59,65,62,65,52,59,59,62,55,60
Abel Camará Gomes,61,63,17,15,13,29,59,62,17,51,59,35,57,38,66,57,44,81,68,72,52,49,63,63,57,50,42,65,50,60
Unai Arieta,58,68,12,17,15,31,55,56,13,43,47,26,54,35,74,51,49,77,72,56,55,62,54,67,56,40,42,60,44,60
Vladimir Nikolov,57,58,17,29,31,58,56,59,21,45,50,36,51,27,60,53,78,50,70,64,75,65,60,60,56,39,42,57,55,60
András Németh,59,62,14,17,16,49,58,53,13,48,56,34,54,32,74,61,59,68,77,68,64,58,61,64,55,51,24,51,57,60
Wilson Barrios,58,60,24,21,24,48,55,52,31,40,45,35,60,55,65,52,58,78,65,55,60,60,60,65,55,48,30,60,62,60
Sebastien Pineau,60,65,15,11,10,27,58,58,12,44,48,32,60,55,61,57,62,55,57,54,60,55,58,65,66,36,31,65,65,60
Oscar Vilhelmsson,54,46,17,22,39,58,57,62,20,36,49,29,52,32,67,66,66,48,67,59,48,58,65,66,45,27,36,50,46,60
Gianni Mollo,58,55,27,30,33,49,55,59,25,50,55,38,56,33,69,53,63,70,55,63,64,56,64,67,60,48,45,60,45,60
Faris Pemi Moumbagna,57,58,18,20,25,54,57,60,21,53,57,43,52,44,83,54,75,62,86,64,70,55,55,59,54,51,35,47,47,60
Armando León,60,44,17,15,18,40,57,61,12,50,49,32,55,38,50,47,76,50,53,48,62,63,60,67,55,45,34,58,41,60
Jake Scrimshaw,59,57,20,16,21,60,57,61,20,43,56,41,52,42,77,63,63,77,76,74,69,54,60,61,55,53,42,57,55,60
Joel Mumbongo,55,52,23,16,14,74,53,58,16,44,51,41,49,44,72,59,82,51,75,55,77,54,64,60,57,43,47,53,57,60
Sebastian Gonzáles,60,59,17,16,17,47,43,60,20,44,46,32,59,27,56,52,65,55,57,62,70,59,67,64,65,35,59,65,65,60
Moaath Afana,61,56,21,15,16,42,51,59,20,53,57,41,50,38,51,59,72,67,62,60,79,63,64,61,60,49,31,64,66,60
Ege Joyner,58,60,29,25,27,61,52,61,23,52,52,42,53,38,69,54,58,61,69,68,70,68,57,62,50,50,31,63,60,60
Carlos Kevin Omoruyi Benjamin,59,58,22,26,21,59,57,54,20,51,50,36,58,41,52,61,74,62,52,53,58,62,65,64,55,38,36,57,54,60
Saleh Al Abbas,61,60,13,14,14,34,56,59,10,42,53,32,47,29,78,70,60,69,76,73,77,55,58,66,51,35,30,60,49,60
Lassine Sinayoko,61,51,14,14,17,43,59,58,17,47,54,35,53,35,58,52,72,59,53,61,70,59,58,66,59,35,51,68,53,60
Luis Nițu,64,62,32,33,35,33,61,60,31,53,58,50,55,40,73,67,59,58,75,69,38,42,61,61,46,54,48,56,57,60
Paul Glatzel,60,60,26,24,33,45,60,58,20,53,55,56,55,45,76,60,49,76,71,77,64,55,62,60,60,54,45,55,56,60
Aleksander Buksa,61,59,19,13,19,26,64,58,21,52,52,42,52,38,73,66,60,56,55,58,71,56,64,61,57,57,29,51,54,60
Charlie Kelman,60,62,22,24,26,54,57,58,21,50,58,44,46,35,82,68,57,71,80,75,72,48,65,62,59,55,44,55,53,60
Charlie Jolley,59,58,12,16,15,43,57,61,18,48,59,38,47,40,71,68,64,60,73,60,69,58,61,62,56,43,37,55,54,60
Derick Osei Yaw,60,61,32,34,32,32,55,59,25,54,56,60,55,47,75,57,73,63,73,67,65,52,59,60,55,54,42,63,56,60
Ryan Cassidy,59,57,24,15,14,40,58,61,21,51,57,39,54,40,76,65,53,83,73,72,66,58,59,61,54,47,36,60,56,60
Kristófer Kristinsson,65,64,34,40,44,37,62,53,30,57,56,59,58,55,63,45,70,41,66,73,59,54,63,59,58,55,50,55,52,60
Francis Jno-Baptiste,59,62,25,25,22,44,52,58,22,48,56,42,52,42,82,60,50,68,82,75,64,56,63,61,54,42,42,63,48,60
Damir Ceter,57,44,45,17,22,45,58,64,21,48,48,23,42,20,33,53,82,51,52,58,71,71,66,62,59,27,29,60,51,60
Dan Agyei,60,59,29,26,30,61,56,60,27,54,65,39,55,41,75,59,73,60,72,64,79,57,60,58,52,55,33,58,49,60
Jucie Lupeta,53,55,37,36,35,63,53,58,35,43,59,54,45,30,67,70,90,36,66,65,79,56,74,57,50,52,37,62,55,60
Joe Nuttall,58,53,42,19,25,50,54,57,29,54,49,34,54,39,71,56,72,64,67,63,65,65,60,62,56,49,53,61,54,60
Caolan Lavery,58,58,44,33,35,67,59,61,31,57,58,55,54,43,74,68,57,70,73,68,76,58,62,60,57,58,54,62,57,60
Nicolai Brock-Madsen,60,52,28,22,28,60,58,62,28,48,56,38,55,35,53,61,88,56,55,46,45,65,63,58,50,42,45,59,46,60
Jin Seong Wook,61,64,32,20,19,69,57,61,12,51,64,51,57,36,74,72,75,76,72,76,70,54,62,57,50,34,32,58,32,60
Mikael Boman,58,54,38,22,22,78,59,63,35,55,59,42,54,38,50,54,82,45,52,49,65,66,63,61,52,45,30,58,52,60
Rory Gaffney,58,51,35,36,37,51,61,62,34,55,54,54,56,47,53,61,70,54,55,48,67,63,61,62,56,50,48,57,56,60
Chris Lyons,58,60,33,34,39,48,58,61,41,47,54,36,52,41,72,68,74,70,74,72,74,54,57,61,52,41,33,59,52,60
Benjamin Stokke,58,58,41,32,27,68,57,61,28,56,59,38,57,48,48,65,80,57,46,43,74,64,69,60,59,54,49,62,53,60
David McMillan,60,55,25,18,19,59,62,64,26,55,56,40,58,40,51,58,62,60,53,61,76,62,62,61,54,53,41,65,58,60
Jake Hyde,59,57,27,18,22,57,58,61,20,54,59,46,55,44,62,71,74,64,65,68,75,60,59,60,56,44,48,60,51,60
Pádraig Amond,59,55,43,18,22,42,57,63,29,55,58,45,52,37,56,64,72,71,63,59,77,62,63,61,56,60,38,65,57,60
Nicky Maynard,60,55,21,31,23,61,59,62,34,58,59,52,58,52,64,64,62,63,61,69,70,60,64,61,52,61,58,58,59,60
Theo Robinson,58,58,34,30,36,53,56,61,45,58,60,41,53,40,69,70,69,70,66,70,64,55,62,62,57,43,35,58,56,60
Daryl Murphy,62,50,24,22,24,70,59,66,37,58,63,60,55,50,34,31,84,32,35,28,66,68,65,60,60,63,52,66,60,60
Cristopher Angulo,53,55,22,20,23,32,50,61,23,55,56,51,55,50,59,56,55,77,58,61,61,62,59,67,58,40,45,65,55,59
Gustavo Aguilar,58,59,22,22,23,44,55,57,23,46,48,44,51,45,59,66,67,55,59,58,60,54,58,66,55,44,45,63,57,59
Damián Pizarro,55,58,11,11,14,29,55,60,18,47,43,26,53,31,63,54,68,53,65,56,67,57,58,61,54,34,27,57,46,59
Bastián Sagal,52,55,10,15,14,27,54,61,13,42,46,28,43,32,62,50,68,61,66,58,67,59,63,62,54,35,29,60,46,59
Martín Núñez,61,55,42,33,35,55,51,59,55,56,55,44,55,45,55,63,55,67,56,57,65,58,58,66,63,29,55,64,55,59
Alexander Sosa,56,62,17,18,19,52,58,56,12,54,52,38,45,34,69,56,48,70,74,63,56,58,61,64,55,54,46,66,46,59
Tadeo Allende,61,53,22,23,26,48,49,56,21,44,49,24,44,32,55,57,64,50,63,52,66,68,62,63,52,34,25,57,56,59
Jovan Malcolm,53,57,29,10,15,59,51,55,14,42,48,30,46,31,83,55,69,66,85,65,70,53,66,60,51,43,29,60,52,59
Gabriel Lemoine,65,63,18,17,19,39,47,54,15,45,49,37,58,42,76,34,71,52,73,72,64,55,57,58,53,43,45,56,48,59
Olivier Boissy,54,56,21,23,20,48,48,57,23,47,49,25,42,23,45,56,82,44,61,47,63,76,62,62,53,30,42,61,47,59
Ibrahima Baldé,65,63,16,16,18,37,54,59,11,44,55,28,46,39,68,34,43,51,69,64,42,54,62,62,54,53,42,43,56,59
Anosike Ementa,56,54,23,19,21,61,50,53,20,46,45,26,54,45,60,44,86,31,68,58,60,59,65,60,54,45,23,52,51,59
Killian Corredor,54,56,21,20,19,36,53,58,20,52,50,40,56,41,83,58,61,60,78,65,69,55,60,59,56,50,42,63,54,59
Lex-Tyger Lobinger,58,48,24,23,25,59,55,58,22,50,49,25,56,32,51,59,76,41,58,54,80,64,65,60,43,30,28,55,53,59
Josh Coburn,56,52,19,13,19,34,64,58,10,45,50,32,50,28,51,53,54,77,54,53,65,62,63,65,55,40,32,64,46,59
Viljar Helland Sylla,64,65,13,17,19,46,39,48,15,47,43,46,53,31,78,59,68,68,80,74,73,54,56,64,53,43,44,58,51,59
Tommy Conway,61,60,16,12,16,29,56,57,15,50,45,31,50,33,79,50,56,72,80,58,70,58,54,59,54,37,36,60,44,59
Benji Kikanović,56,56,20,11,23,38,51,57,19,42,49,38,51,32,74,59,69,64,81,61,72,57,63,60,49,34,29,53,49,59
Josué Casimir,55,59,20,18,20,28,50,57,19,48,54,39,55,35,78,54,67,70,81,62,70,57,59,61,53,44,35,59,50,59
Charbel Gomez,62,69,12,16,18,35,49,60,11,45,45,50,40,35,76,40,47,45,74,75,57,41,60,66,65,65,47,53,48,59
Bruno Báez,53,49,24,24,24,62,51,60,29,46,54,24,48,26,51,55,71,65,54,48,66,67,66,64,58,30,48,59,54,59
Luis Hartwig,53,47,13,15,20,40,55,58,17,52,59,47,51,32,78,55,42,65,77,76,68,62,55,67,59,52,32,66,49,59
Mamor Niang,54,59,15,13,12,32,60,57,16,46,47,35,46,31,73,42,67,44,77,44,79,55,58,61,56,35,37,65,48,59
Des Kunst,60,57,35,27,27,55,45,62,35,57,59,34,56,38,59,58,67,57,64,57,56,59,61,60,56,39,37,58,50,59
David Mukuna-Trouet,58,63,15,21,23,42,45,51,21,43,44,34,54,32,69,54,71,45,77,58,61,62,59,61,38,38,28,55,54,59
Adam Foley,56,56,35,40,41,57,58,60,40,52,58,45,54,42,69,72,72,44,71,40,57,52,61,60,45,53,33,43,33,59
David Min,58,43,20,21,22,41,56,56,18,51,48,41,59,39,50,52,77,46,54,54,56,68,58,66,54,51,38,66,47,59
Christian Norton,59,59,21,30,32,37,55,55,35,54,51,36,55,49,84,63,52,68,81,60,50,52,59,61,56,54,39,58,55,59
Mathias Kvistgaarden,61,61,22,31,34,70,50,57,24,52,56,45,50,38,77,63,54,83,80,80,66,55,61,61,51,46,41,53,51,59
Daouda Gueye,55,54,18,23,22,52,48,52,17,43,45,45,47,28,61,67,75,56,65,48,69,69,57,69,52,31,49,63,55,59
Erik Sorga,58,54,13,18,20,46,57,60,20,43,64,34,49,38,59,55,61,72,54,65,72,58,70,63,54,40,35,61,44,59
Heo Yul,57,57,24,24,20,58,45,57,18,41,55,20,51,32,67,63,80,53,71,42,79,68,58,57,47,26,28,58,42,59
Mikkel Hyllegaard,59,56,21,16,18,35,50,54,12,49,50,45,47,42,92,57,53,74,89,62,64,55,55,62,53,45,31,60,46,59
Filip Stojilković,58,58,31,18,21,54,60,56,23,55,58,33,50,30,68,62,70,57,65,65,72,58,62,60,56,42,45,64,49,59
Shun Ayukawa,60,60,22,27,29,55,54,61,29,55,55,33,50,40,58,73,40,90,51,62,69,69,58,64,54,42,49,65,53,59
Anthony Roczen,59,51,30,31,35,58,54,60,32,48,52,34,52,38,61,64,76,46,66,53,68,61,57,60,51,45,34,52,51,59
V. Huerta Omar,61,58,18,19,20,66,49,54,22,49,55,45,50,38,77,74,80,65,74,65,66,59,59,58,52,43,39,58,53,59
Ethan Ataberk,60,56,11,12,18,48,58,61,17,43,58,42,53,33,53,68,73,53,55,63,72,59,61,60,53,38,32,60,54,59
James Daly,57,58,25,19,21,31,55,61,20,44,50,33,51,41,76,49,50,71,73,77,55,55,60,60,53,42,30,59,54,59
Kevin Nkoulou,62,55,38,46,48,52,49,63,46,54,55,39,53,51,68,68,64,70,68,70,65,56,58,62,44,38,38,54,38,59
Haroune Camara,53,56,15,11,18,42,57,63,23,53,51,42,51,42,71,61,75,67,75,70,82,53,58,59,53,54,45,58,52,59
George Lloyd,58,60,33,15,17,65,54,62,15,52,50,49,52,43,80,79,69,88,80,82,66,50,51,57,52,53,49,56,53,59
Jordan Ponticelli,57,55,26,15,23,47,56,59,19,52,55,37,49,31,78,67,64,68,76,71,70,54,56,59,53,42,40,58,51,59
Guo Tianyu,57,54,43,28,31,55,55,58,23,53,45,29,46,35,64,66,79,65,53,58,64,63,61,60,51,44,34,50,45,59
James Akintunde,58,59,33,28,29,60,49,57,33,47,51,47,52,38,75,69,67,73,73,74,63,49,62,60,56,54,50,52,54,59
Alex Fisher,58,57,20,16,21,47,55,58,16,45,57,36,55,41,59,67,78,46,62,48,68,60,60,59,50,42,45,57,45,59
Mark Beck,58,53,35,36,33,60,61,62,39,52,54,33,55,49,35,68,91,31,33,33,32,62,64,60,56,34,40,56,51,59
Tobi Sho-Silva,58,56,20,18,23,55,56,57,17,45,52,34,50,34,74,67,74,66,77,71,84,57,57,58,51,44,41,56,53,59
Luke James,59,61,30,26,30,60,55,58,37,51,55,45,55,48,72,66,71,65,74,71,80,55,60,57,54,51,42,58,55,59
Liam McAlinden,58,57,18,21,12,40,56,58,17,43,58,47,50,40,70,66,73,57,71,59,65,58,59,59,56,34,44,60,57,59
Leonardo Flores,59,55,13,16,13,32,54,58,18,53,45,38,45,36,61,55,50,67,56,52,61,63,57,62,62,39,38,73,49,58
Alfio Vaca,61,55,33,22,23,44,51,51,22,44,57,55,60,51,60,66,55,64,60,57,67,61,59,64,58,35,48,62,55,58
Silas Nwankwo,55,54,20,23,28,54,52,56,21,46,51,36,54,45,75,64,71,65,72,70,70,62,53,57,52,39,37,49,54,58
Nahuel Soria,54,51,19,12,13,32,51,57,11,41,46,32,52,32,57,62,72,52,61,54,68,60,58,63,55,33,31,64,59,58
Miguel Pedroza,56,73,21,15,15,28,59,49,12,55,49,35,53,41,54,53,55,60,62,52,55,55,64,63,53,54,41,65,53,58
Juan David Carabalí,47,62,16,20,22,35,52,58,15,52,43,38,59,45,78,80,60,65,76,76,60,55,57,57,52,50,35,63,53,58
Lewis Dobbin,55,60,20,15,15,33,58,57,14,52,49,36,56,42,76,44,47,70,82,74,46,51,60,57,54,48,36,62,52,58
Adrián Garza,62,55,25,23,22,55,49,53,22,50,49,30,49,27,55,55,60,68,50,53,67,70,62,65,45,33,38,68,54,58
Mohamed Ben Fredj,56,54,20,14,11,35,58,54,14,48,46,29,52,31,59,54,41,64,55,56,64,63,62,64,56,41,48,66,54,58
Jürgen Lemmerer,55,56,22,19,22,46,55,57,14,50,53,33,47,36,74,57,52,83,76,72,75,55,58,61,54,41,32,53,43,58
Shalva Ogbaidze,62,56,12,19,20,63,56,57,16,56,57,49,60,47,62,55,65,58,70,61,59,54,49,59,48,45,30,35,47,58
Dominik Sokół,58,60,15,12,16,31,52,57,16,56,46,37,52,36,73,55,67,62,75,62,63,54,60,56,53,59,34,63,51,58
Hermann Tebily,58,62,15,20,21,40,48,56,19,45,52,58,55,52,74,59,59,60,67,59,62,53,51,62,53,42,37,60,54,58
Maykol Sánchez,58,57,33,33,35,45,58,57,28,60,53,49,55,45,61,57,56,70,62,64,60,59,55,63,60,44,58,60,49,58
Adam Griger,53,56,16,14,12,30,53,58,15,57,56,35,46,40,64,54,71,47,69,61,66,51,63,60,50,45,31,58,49,58
Arthur Allemeersch,58,57,12,18,16,21,50,54,24,47,49,38,43,32,62,51,61,59,65,54,64,62,61,64,43,48,38,57,60,58
Josh Andrews,54,53,16,14,18,33,54,60,12,52,56,28,51,33,64,63,77,70,68,59,65,54,59,61,54,37,38,58,41,58
Alexander Lind,61,58,32,35,35,58,46,56,32,50,55,48,55,52,62,58,73,68,67,65,66,58,63,55,46,42,38,50,45,58
Ryo Nemoto,60,54,12,16,18,41,48,55,13,45,47,35,47,33,65,51,80,58,68,63,65,58,57,58,53,42,45,57,52,58
Josh March,57,55,17,18,14,41,56,59,14,49,46,34,51,38,68,65,68,78,72,78,77,57,53,60,53,42,45,59,51,58
Kian Harratt,58,56,20,17,21,31,62,56,13,45,44,28,43,31,75,63,57,71,73,59,61,56,61,59,56,42,28,64,39,58
Sagir Arce,61,54,32,34,36,48,51,56,37,55,53,48,58,55,69,46,65,62,68,71,52,62,55,61,42,54,42,49,45,58
Bobby Duncan,61,60,20,20,27,65,56,62,17,56,54,52,52,43,68,52,50,69,63,63,64,52,58,60,55,53,40,57,52,58
Jake Zubas,55,56,20,19,23,38,55,57,19,42,51,37,44,30,75,54,74,52,78,66,69,53,56,58,53,39,41,57,50,58
Justin Rennicks,56,51,17,15,10,50,50,53,17,52,57,33,53,46,67,51,60,64,68,64,67,62,65,60,52,42,25,60,35,58
Saikou Janneh,59,61,15,18,18,30,54,56,12,53,52,30,49,37,84,54,50,66,83,62,57,52,56,61,51,53,31,58,47,58
